0;0;0;0;0;180;0;0;0;0;180;0;0;0;0;0;0;180;0;0;0;0;180;-45.;-0.74;0.72;0.;0.205;5000=Дверь
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-45.;0.;1.88;0.;0.11;5=Исходное положение
0;180;90;-90;0;180;180;0;-90;-90;90;90;90;90;-90;-90;0;180;180;0;-90;90;180;45.;-0.18;-0.5;-0.24;0.24;5000=рожки
0;180;90;-90;0;180;180;0;-90;-90;90;90;90;90;-90;-90;0;180;180;0;-90;90;180;-135.;0.18;0.16;-0.24;0.24;5000=Рожки-135
90;0;-90;0;180;180;0;-90;0;180;180;0;-90;0;180;180;0;-90;0;90;90;0;0;-180.;-0.46;-0.68;0.22;0.225;5000=XXX-180
90;0;-90;0;180;180;0;-90;0;180;180;0;-90;0;180;180;0;-90;0;90;90;0;0;0.;0.44;0.66;0.22;0.22;5000=XXX
-90;-90;90;-90;-90;90;-90;-90;90;-90;-90;90;-90;-90;90;-90;-90;90;-90;-90;90;-90;-90;90.;-2.58;0.;0.02;0.16;5000=Пила
-90;90;-90;90;-90;90;-90;90;-90;90;-90;90;-90;90;-90;90;-90;90;-90;90;-90;90;-90;-45.;0.1;1.92;0.;0.145;5000=Сверло
0;0;0;0;180;180;0;180;0;180;180;0;180;180;0;180;180;0;180;0;180;180;0;-135.;0.44;-0.44;0.;0.206;5000=Шляпа
180;0;180;0;180;180;0;180;0;180;180;0;180;0;180;180;0;180;180;0;180;180;0;-90.;0.5;-0.5;0.;0.25;8000=Рыбка
0;0;0;180;180;0;180;0;0;180;0;180;180;0;0;0;0;0;0;0;0;0;180;-45.;-0.78;-0.28;0.;0.216;5000=Жираф
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-45.;0.;1.88;0.;0.11;5=Исходное положение
0;0;0;0;180;180;0;0;0;180;180;0;0;0;180;180;0;0;0;0;180;0;0;-45.;0.56;0.94;0.;0.263;5000=Прямоуг
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-45.;0.;1.88;0.;0.11;5=Исходное положение
90;90;90;90;0;0;90;90;0;0;90;0;0;90;0;0;90;0;0;90;0;0;0;-45.;0.18;0.2;0.26;0.263;5000=Спираль
90;90;90;90;0;0;90;90;0;0;90;0;0;90;0;0;90;0;0;90;0;0;0;-135.;0.18;-0.18;0.26;0.263;5000=Спираль
0;180;180;0;180;180;0;0;180;0;180;180;0;0;180;0;0;0;180;180;0;0;0;0.;-1.06;0.;0.;0.263;5000=Ромб
90;-90;90;90;-90;90;-90;-90;90;-90;90;90;-90;90;-90;-90;90;-90;90;90;-90;90;-90;-45.;0.54;0.88;-0.52;0.25;5000=2 треуг
90;-90;-90;-90;-90;90;-90;-90;90;-90;-90;-90;-90;90;-90;-90;90;-90;-90;-90;-90;90;-90;-45.;-0.18;0.18;-0.24;0.25;5000=Лет аппарат
90;90;90;90;-90;-90;-90;-90;90;90;90;90;-90;-90;-90;-90;90;90;90;90;-90;-90;-90;-45.;0.64;0.22;0.;0.3;5000=Шар
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-45.;0.;1.88;0.;0.11;5=Исходное состояние
0;180;180;0;180;0;180;180;0;0;-90;-180;0;-180;-180;0;180;0;180;180;0;0;0;-45.;0.14;0.14;0.18;0.22;5000=2 угла
0;0;0;180;180;0;180;0;0;180;0;180;180;0;0;0;0;0;0;0;0;0;180;-45.;-0.78;-0.28;0.;0.216;5000=Жираф
180;0;180;0;180;180;0;180;0;180;180;0;180;0;180;180;0;180;180;0;180;180;0;-90.;0.5;-0.5;0.;0.25;8000=Рыбка
0;0;0;0;180;180;0;0;0;180;180;0;0;0;180;180;0;0;0;0;180;0;0;-45.;0.56;0.94;0.;0.263;5000=Прямоугольник
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-45.;0.;1.88;0.;0.11;5=Исходное положение
90;90;90;90;0;0;90;90;0;0;90;0;0;90;0;0;90;0;0;90;0;0;0;-45.;0.18;0.2;0.26;0.263;5000=Спираль
0;180;180;0;180;180;0;0;180;0;180;180;0;0;180;0;0;0;180;180;0;0;0;0.;-1.06;0.;0.;0.263;5000=Ромб
90;-90;90;90;-90;90;-90;-90;90;-90;90;90;-90;90;-90;-90;90;-90;90;90;-90;90;-90;-45.;0.54;0.88;-0.52;0.25;5000=2 треугольника
90;-90;-90;-90;-90;90;-90;-90;90;-90;-90;-90;-90;90;-90;-90;90;-90;-90;-90;-90;90;-90;-45.;-0.18;0.18;-0.24;0.25;5000=Летательный аппарат
90;90;90;90;-90;-90;-90;-90;90;90;90;90;-90;-90;-90;-90;90;90;90;90;-90;-90;-90;-45.;0.64;0.22;0.;0.3;5000=Шар по центру
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-45.;0.;1.88;0.;0.11;5=Исходное положение
0;0;0;0;180;180;0;180;0;0;180;0;180;180;0;0;0;180;0;180;180;0;180;-45.;0.86;0.86;0.;0.244;5000=Собачка
90;90;90;90;-90;-90;-90;-90;90;90;90;90;-90;-90;-90;-90;90;90;90;90;-90;-90;-90;-45.;0.64;0.22;0.;0.3;5000=Шар по центру
90;90;90;90;-90;-90;-90;-90;90;90;90;90;-90;-90;-90;-90;90;90;90;90;-90;-90;-90;-360.;0.3;-0.54;0.;0.3;5000=Шар внизу -360
180;-90;180;-90;0;90;90;-180;-90;90;180;-90;-90;0;-180;180;0;0;-90;-90;0;90;180;-90.;0.2;0.4;0.6;0.2;5000=Кресло
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-45.;0.;1.88;0.;0.11;5=Исходное положение
0;0;-180;90;180;-90;180;0;180;180;0;180;-90;180;90;-180;0;0;0;-90;-90;-180;90;-45.;-0.14;0.18;-0.2;0.2;5000=Якорь
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-45.;0.;1.88;0.;0.11;5=Исходное положение
0;90;90;-90;-90;-90;-90;90;90;90;90;-90;90;180;90;0;180;0;0;180;0;0;180;-90.;0.42;1.;0.;0.2;5000=Змея
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-45.;0.;1.88;0.;0.11;5=Исходное положение
-90;180;0;-180;180;0;-180;180;0;0;90;180;-90;0;0;180;180;0;180;180;0;180;90;-45.;0.24;-0.12;-0.6;0.2;5000=дельтоплан
-90;180;0;-180;180;0;-180;180;0;0;90;0;-90;0;0;180;180;0;180;180;0;180;90;-45.;0.2;-0.16;-1.2;0.2;5000=2 дельтоплана
0;180;0;-180;180;0;-180;180;0;0;0;180;0;0;0;180;180;0;180;180;0;180;0;-180.;1.7;-0.22;-1.34;0.212;5000=Горы
90;90;90;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-165.;0.;1.;0.;0.2;0=Шар шаг1
90;90;90;90;-90;-90;-90;-90;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;360.;0.;1.;0.;0.2;0=Шар шаг2
90;90;90;90;-90;-90;-90;-90;90;90;90;90;-90;-90;0;0;0;0;0;0;0;0;0;360.;0.;1.;0.;0.2;0=Шар шаг3
90;90;90;90;-90;-90;-90;-90;90;90;90;90;-90;-90;-90;-90;90;90;90;90;-90;-90;-90;360.;0.;1.;0.;0.2;0=Шар шаг4
90;90;90;90;-90;-90;-90;-90;90;90;90;90;-90;-90;-90;-90;90;90;90;90;-90;-90;-90;-45.;0.64;0.22;0.;0.3;5000=Шар по центру
